# The Parity Ledger (§16.1).
#
# GENERATED from API_SCHEMA.tsv + API_OVERLAY.tsv by
# fmn_conformance::schema — regenerate, never hand-edit.
# Reference pin: 6199a00d4c1b1127ebe45cb629c3f22538b10e13
#
# Regenerate:  UPDATE_API_ARTIFACTS=1 cargo test -p fmn-conformance \
#                  --test api_schema
#
# module	symbol	canonical	kind	exported	signature_defaults	status	evidence	tests	notes
fmn.cli	batch	batch	cli_command	0	-	improved	BN-15	crates/fmn-cli/src/lib.rs#tests	Render a bounded multi-scene farm under asupersync
manimlib.mobject.mobject	Mobject.set_max_height	Mobject.set_max_height	method	0	(self[positional_or_keyword], max_height[positional_or_keyword]:float, **kwargs[var_keyword])	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	clamps the height only when the live extent exceeds the band
manimlib.mobject.mobject	Mobject.set_max_width	Mobject.set_max_width	method	0	(self[positional_or_keyword], max_width[positional_or_keyword]:float, **kwargs[var_keyword])	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	clamps the width only when the live extent exceeds the band
manimlib.mobject.mobject	Mobject.set_min_depth	Mobject.set_min_depth	method	0	(self[positional_or_keyword], min_depth[positional_or_keyword]:float, **kwargs[var_keyword])	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	floors the depth only when the live extent falls below the band
manimlib.mobject.mobject	Mobject.set_min_height	Mobject.set_min_height	method	0	(self[positional_or_keyword], min_height[positional_or_keyword]:float, **kwargs[var_keyword])	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	floors the height only when the live extent falls below the band
manimlib.mobject.mobject	Mobject.set_min_width	Mobject.set_min_width	method	0	(self[positional_or_keyword], min_width[positional_or_keyword]:float, **kwargs[var_keyword])	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	floors the width only when the live extent falls below the band
manimlib.mobject.mobject	Mobject.set_opacity	Mobject.set_opacity	method	0	(self[positional_or_keyword], opacity[positional_or_keyword]:float | Iterable[float] | None, recurse[positional_or_keyword]:bool=True)	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	rewrites alpha across the family preserving rgb
manimlib.mobject.mobject	Mobject.set_points	Mobject.set_points	method	0	(self[positional_or_keyword], points[positional_or_keyword]:Vect3Array | list[Vect3])	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	bakes pending placement resizes every record lane by proportional index and replaces the world-space point column
manimlib.mobject.mobject	Mobject.set_reflectiveness	Mobject.set_reflectiveness	method	0	(self[positional_or_keyword], reflectiveness[positional_or_keyword]:float, recurse[positional_or_keyword]:bool=True)	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	writes the first shading lane across the requested family
manimlib.mobject.mobject	Mobject.set_rgba_array	Mobject.set_rgba_array	method	0	(self[positional_or_keyword], rgba_array[positional_or_keyword]:npt.ArrayLike, name[positional_or_keyword]:str='rgba', recurse[positional_or_keyword]:bool=False)	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	writes raw style rows over the named record lane
manimlib.mobject.mobject	Mobject.set_rgba_array_by_color	Mobject.set_rgba_array_by_color	method	0	(self[positional_or_keyword], color[positional_or_keyword]:ManimColor | Iterable[ManimColor] | None=None, opacity[positional_or_keyword]:float | Iterable[float] | None=None, name[positional_or_keyword]:str='rgba', recurse[positional_or_keyword]:bool=True)	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	interpolates color lists across records into the requested lane
manimlib.mobject.mobject	Mobject.set_shading	Mobject.set_shading	method	0	(self[positional_or_keyword], reflectiveness[positional_or_keyword]:float | None=None, gloss[positional_or_keyword]:float | None=None, shadow[positional_or_keyword]:float | None=None, recurse[positional_or_keyword]:bool=True)	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	updates only the supplied lanes per family member through the typed uniform
manimlib.mobject.mobject	Mobject.set_shadow	Mobject.set_shadow	method	0	(self[positional_or_keyword], shadow[positional_or_keyword]:float, recurse[positional_or_keyword]:bool=True)	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	writes the third shading lane across the requested family
manimlib.mobject.mobject	Mobject.set_shape	Mobject.set_shape	method	0	(self[positional_or_keyword], width[positional_or_keyword]:Optional[float]=None, height[positional_or_keyword]:Optional[float]=None, depth[positional_or_keyword]:Optional[float]=None, **kwargs[var_keyword])	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	stretches each named extent through the stretch-mode setters in declaration order
manimlib.mobject.mobject	Mobject.set_submobject_colors_by_gradient	Mobject.set_submobject_colors_by_gradient	method	0	(self[positional_or_keyword], *colors[var_positional]:ManimColor, interp_by_hsl[keyword_only]=False)	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	uses fmn-core RMS or Reference HSL interpolation and preserves zero one and empty-family edge behavior
manimlib.mobject.mobject	Mobject.set_submobjects	Mobject.set_submobjects	method	0	(self[positional_or_keyword], submobject_list[positional_or_keyword]:list[Mobject])	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	preserves clear-then-add ordering identity deduplication and the accepted-prefix result of a later Python refusal
manimlib.mobject.mobject	Mobject.set_uniform	Mobject.set_uniform	method	0	(self[positional_or_keyword], recurse[positional_or_keyword]:bool=True, **new_uniforms[var_keyword])	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	updates named lanes per family member with array copies preserved
manimlib.mobject.mobject	Mobject.set_uniforms	Mobject.set_uniforms	method	0	(self[positional_or_keyword], uniforms[positional_or_keyword]:dict)	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	updates one receiver's named lanes with array copies preserved
manimlib.mobject.mobject	Mobject.set_width	Mobject.set_width	method	0	(self[positional_or_keyword], width[positional_or_keyword]:float, stretch[positional_or_keyword]:bool=False, **kwargs[var_keyword])	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	rescales uniformly or stretches the width axis to the requested extent
manimlib.mobject.mobject	Mobject.set_x	Mobject.set_x	method	0	(self[positional_or_keyword], x[positional_or_keyword]:float, direction[positional_or_keyword]:Vect3=ORIGIN)	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	shifts so the directed edge lands on the requested width coordinate
manimlib.mobject.mobject	Mobject.set_y	Mobject.set_y	method	0	(self[positional_or_keyword], y[positional_or_keyword]:float, direction[positional_or_keyword]:Vect3=ORIGIN)	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	shifts so the directed edge lands on the requested height coordinate
manimlib.mobject.mobject	Mobject.set_z	Mobject.set_z	method	0	(self[positional_or_keyword], z[positional_or_keyword]:float, direction[positional_or_keyword]:Vect3=ORIGIN)	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	shifts so the directed edge lands on the requested depth coordinate
manimlib.mobject.mobject	Mobject.set_z_index	Mobject.set_z_index	method	0	(self[positional_or_keyword], z_index[positional_or_keyword]:int, recurse[positional_or_keyword]=True)	same	docs/RENDER_ORDER.md	crates/fmn-mobject/tests/render_order.rs	preserves the declared insertion-first render-order contract
manimlib.mobject.mobject	Mobject.shader_folder	Mobject.shader_folder	attribute	0	default=''	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	carries the Reference's empty default folder string on the base class
manimlib.mobject.mobject	Mobject.shift	Mobject.shift	method	0	(self[positional_or_keyword], vector[positional_or_keyword]:Vect3)	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	translates every point record with family-affine propagation
manimlib.mobject.mobject	Mobject.shift_onto_screen	Mobject.shift_onto_screen	method	0	(self[positional_or_keyword], **kwargs[var_keyword])	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	checks top bottom left right in Reference order and forwards border options only when an edge exceeds the frame
manimlib.mobject.mobject	Mobject.shuffle	Mobject.shuffle	method	0	(self[positional_or_keyword], recurse[positional_or_keyword]:bool=False)	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	uses the Scene-seeded Python RNG and commits recursive child-first shuffles into live family order
manimlib.mobject.mobject	Mobject.sort	Mobject.sort	method	0	(self[positional_or_keyword], point_to_num_func[positional_or_keyword]:Callable[[np.ndarray], float]=lambda p: p[0], submob_func[positional_or_keyword]:Callable[[Mobject]] | None=None)	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	preserves stable default point ordering and both callback forms while committing the native child order
manimlib.mobject.mobject	Mobject.space_out_submobjects	Mobject.space_out_submobjects	method	0	(self[positional_or_keyword], factor[positional_or_keyword]:float=1.5, **kwargs[var_keyword])	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	scales the family around forwarded pivots then restores each immediate child's size around its own center
manimlib.mobject.mobject	Mobject.split	Mobject.split	method	0	(self[positional_or_keyword])	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	returns the submobject list as the container protocol
manimlib.mobject.mobject	Mobject.stash_mobject_pointers	Mobject.stash_mobject_pointers	method	0	(func[positional_or_keyword]:Callable[..., T])	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	decorator nulls parents target and saved state around the wrapped call and restores them after
manimlib.mobject.mobject	Mobject.stretch	Mobject.stretch	method	0	(self[positional_or_keyword], factor[positional_or_keyword]:float, dim[positional_or_keyword]:int, **kwargs[var_keyword])	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	applies one axis factor about the box center
manimlib.mobject.mobject	Mobject.stretch_about_point	Mobject.stretch_about_point	method	0	(self[positional_or_keyword], factor[positional_or_keyword]:float, dim[positional_or_keyword]:int, point[positional_or_keyword]:Vect3)	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	applies the axis affine factor anchored at the caller point
manimlib.mobject.mobject	Mobject.stretch_in_place	Mobject.stretch_in_place	method	0	(self[positional_or_keyword], factor[positional_or_keyword]:float, dim[positional_or_keyword]:int)	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	applies the axis affine factor about the box center
manimlib.mobject.mobject	Mobject.stretch_to_fit_depth	Mobject.stretch_to_fit_depth	method	0	(self[positional_or_keyword], depth[positional_or_keyword]:float, **kwargs[var_keyword])	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	rescales to the requested depth through the one rescale path
manimlib.mobject.mobject	Mobject.stretch_to_fit_height	Mobject.stretch_to_fit_height	method	0	(self[positional_or_keyword], height[positional_or_keyword]:float, **kwargs[var_keyword])	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	rescales to the requested height through the one rescale path
manimlib.mobject.mobject	Mobject.stretch_to_fit_width	Mobject.stretch_to_fit_width	method	0	(self[positional_or_keyword], width[positional_or_keyword]:float, **kwargs[var_keyword])	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	rescales to the requested width through the one rescale path
manimlib.mobject.mobject	Mobject.surround	Mobject.surround	method	0	(self[positional_or_keyword], mobject[positional_or_keyword]:Mobject, dim_to_match[positional_or_keyword]:int=0, stretch[positional_or_keyword]:bool=False, buff[positional_or_keyword]:float=MED_SMALL_BUFF)	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	wraps the donor box with the requested margin centered on it
manimlib.mobject.mobject	Mobject.suspend_updating	Mobject.suspend_updating	method	0	(self[positional_or_keyword], recurse[positional_or_keyword]:bool=True)	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	halts updater execution across the family
manimlib.mobject.mobject	Mobject.throw_error_if_no_points	Mobject.throw_error_if_no_points	method	0	(self[positional_or_keyword])	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	raises with the immediate calling frame's name exactly as the Reference frame walk does
manimlib.mobject.mobject	Mobject.to_corner	Mobject.to_corner	method	0	(self[positional_or_keyword], corner[positional_or_keyword]:Vect3=LEFT + DOWN, buff[positional_or_keyword]:float=DEFAULT_MOBJECT_TO_EDGE_BUFF)	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	align_on_border alias for diagonal corners
manimlib.mobject.mobject	Mobject.to_edge	Mobject.to_edge	method	0	(self[positional_or_keyword], edge[positional_or_keyword]:Vect3=LEFT, buff[positional_or_keyword]:float=DEFAULT_MOBJECT_TO_EDGE_BUFF)	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	align_on_border alias for frame edges
manimlib.mobject.mobject	Mobject.unfix_from_frame	Mobject.unfix_from_frame	method	0	(self[positional_or_keyword], recurse[positional_or_keyword]:bool=True)	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	releases the is-fixed-in-frame typed uniform across the requested family
manimlib.mobject.mobject	Mobject.unlock_data	Mobject.unlock_data	method	0	(self[positional_or_keyword])	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	clears the data uniform and constant key sets across the family
manimlib.mobject.mobject	Mobject.update	Mobject.update	method	0	(self[positional_or_keyword], dt[positional_or_keyword]:float=0, recurse[positional_or_keyword]:bool=True)	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	runs family updaters in insertion order passing dt when declared unless suspended
manimlib.mobject.mobject	Mobject.wag	Mobject.wag	method	0	(self[positional_or_keyword], direction[positional_or_keyword]:Vect3=RIGHT, axis[positional_or_keyword]:Vect3=DOWN, wag_factor[positional_or_keyword]:float=1.0)	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	offsets point-carrying family members by normalized axis projection raised to wag_factor
manimlib.mobject.mobject	Point	Point	class	1	(self[positional_or_keyword], location[positional_or_keyword]:Vect3=ORIGIN, artificial_width[positional_or_keyword]:float=1e-06, artificial_height[positional_or_keyword]:float=1e-06, **kwargs[var_keyword])	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	is the authored one-record location mobject with artificial box extents over native records
manimlib.mobject.mobject	Point.__init__	Point.__init__	method	0	(self[positional_or_keyword], location[positional_or_keyword]:Vect3=ORIGIN, artificial_width[positional_or_keyword]:float=1e-06, artificial_height[positional_or_keyword]:float=1e-06, **kwargs[var_keyword])	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	installs artificial extents and the requested location record
manimlib.mobject.mobject	Point.get_bounding_box_point	Point.get_bounding_box_point	method	0	(self[positional_or_keyword], *args[var_positional], **kwargs[var_keyword])	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	collapses every direction to the location
manimlib.mobject.mobject	Point.get_height	Point.get_height	method	0	(self[positional_or_keyword])	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	returns the artificial height extent
manimlib.mobject.mobject	Point.get_location	Point.get_location	method	0	(self[positional_or_keyword])	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	returns a copy of the live location record
manimlib.mobject.mobject	Point.get_width	Point.get_width	method	0	(self[positional_or_keyword])	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	returns the artificial width extent
manimlib.mobject.mobject	Point.set_location	Point.set_location	method	0	(self[positional_or_keyword], new_loc[positional_or_keyword]:npt.ArrayLike)	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	rewrites the single record row to the requested location
manimlib.mobject.mobject	SubmobjectType	SubmobjectType	constant	1	default=TypeVar('SubmobjectType', bound='Mobject')	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	resolves the generic spelling into a real TypeVar carrying the Reference's name
manimlib.mobject.mobject	TypeVar	TypeVar	leaked_import	1	-	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	exposes the identical typing TypeVar factory the Reference imports
manimlib.mobject.mobject	_AnimationBuilder	_AnimationBuilder	class	0	(self[positional_or_keyword], mobject[positional_or_keyword]:Mobject)	same	crates/fmn-library/src/animate.rs	crates/fmn-library/tests/animate_builder.rs	animation builder is the deferred-command recorder with ArgsAlreadySet and OverrideNotChainable
manimlib.mobject.mobject	_AnimationBuilder.__init__	_AnimationBuilder.__init__	method	0	(self[positional_or_keyword], mobject[positional_or_keyword]:Mobject)	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	binds the interceptor to its owning mobject with empty call state
manimlib.mobject.mobject	_AnimationBuilder.build	_AnimationBuilder.build	method	0	(self[positional_or_keyword])	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	produces the method animation over the intercepted call chain
manimlib.mobject.mobject	_AnimationBuilder.set_anim_args	_AnimationBuilder.set_anim_args	method	0	(self[positional_or_keyword], **kwargs[var_keyword])	same	crates/fmn-library/src/animate.rs	crates/fmn-library/tests/animate_builder.rs	anim args are set once per chain and validated against the typed surface
manimlib.mobject.mobject	_FunctionalUpdaterBuilder	_FunctionalUpdaterBuilder	class	0	(self[positional_or_keyword], mobject[positional_or_keyword]:Mobject)	same	crates/fmn-library/src/animate.rs	crates/fmn-library/tests/animate_builder.rs	functional updater builder is the IntoAnimate conversion for f_always-style callbacks
manimlib.mobject.mobject	_FunctionalUpdaterBuilder.__init__	_FunctionalUpdaterBuilder.__init__	method	0	(self[positional_or_keyword], mobject[positional_or_keyword]:Mobject)	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	binds the function-fed builder to its owner
manimlib.mobject.mobject	_UpdaterBuilder	_UpdaterBuilder	class	0	(self[positional_or_keyword], mobject[positional_or_keyword]:Mobject)	same	crates/fmn-library/src/animate.rs	crates/fmn-library/tests/animate_builder.rs	updater builder is the IntoAnimate conversion for typed updater construction
manimlib.mobject.mobject	_UpdaterBuilder.__init__	_UpdaterBuilder.__init__	method	0	(self[positional_or_keyword], mobject[positional_or_keyword]:Mobject)	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	binds the bound-method builder to its owner
manimlib.mobject.mobject	copy	copy	leaked_import	1	-	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	exposes the identical stdlib copy module the Reference imports
manimlib.mobject.mobject	os	os	leaked_import	1	-	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	exposes the identical stdlib os module the Reference imports
manimlib.mobject.mobject	override_animate	override_animate	function	1	(method[positional_or_keyword])	same	crates/fmn-library/src/animate.rs	crates/fmn-library/tests/animate_builder.rs	override_animate is the registry that flags methods as un-chainable
manimlib.mobject.mobject	pickle	pickle	leaked_import	1	-	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	exposes the identical stdlib pickle module the Reference imports
manimlib.mobject.mobject	random	random	leaked_import	1	-	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	exposes the identical stdlib random module the Reference imports
manimlib.mobject.mobject	sys	sys	leaked_import	1	-	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	exposes the identical stdlib sys module the Reference imports
manimlib.mobject.mobject	wraps	wraps	leaked_import	1	-	same	scripts/manim_ref/manimlib/mobject/mobject.py	crates/fmn-python/tests/bridge.py	exposes the identical functools wraps decorator the Reference imports
manimlib.mobject.mobject_update_utils	always	always	function	1	(method[positional_or_keyword], *args[var_positional], **kwargs[var_keyword])	same	scripts/manim_ref/manimlib/mobject/mobject_update_utils.py	crates/fmn-python/tests/bridge.py	registers a bound method as a per-frame updater with the supplied fixed arguments
manimlib.mobject.mobject_update_utils	always_redraw	always_redraw	function	1	(func[positional_or_keyword]:Callable[..., Mobject], *args[var_positional], **kwargs[var_keyword])	same	scripts/manim_ref/manimlib/mobject/mobject_update_utils.py	crates/fmn-python/tests/bridge.py	builds a mobject from the callable and becomes a fresh rebuild every frame
manimlib.mobject.mobject_update_utils	always_rotate	always_rotate	function	1	(mobject[positional_or_keyword]:Mobject, rate[positional_or_keyword]:float=20 * DEG, **kwargs[var_keyword])	same	scripts/manim_ref/manimlib/mobject/mobject_update_utils.py	crates/fmn-python/tests/bridge.py	adds a dt-scaled rotate updater with the declared rate and forwarded rotate kwargs
manimlib.mobject.mobject_update_utils	always_shift	always_shift	function	1	(mobject[positional_or_keyword]:Mobject, direction[positional_or_keyword]:np.ndarray=RIGHT, rate[positional_or_keyword]:float=0.1)	same	scripts/manim_ref/manimlib/mobject/mobject_update_utils.py	crates/fmn-python/tests/bridge.py	adds a dt-scaled shift updater along the declared direction and rate
manimlib.mobject.mobject_update_utils	assert_is_mobject_method	assert_is_mobject_method	function	1	(method[positional_or_keyword])	same	scripts/manim_ref/manimlib/mobject/mobject_update_utils.py	crates/fmn-python/tests/bridge.py	asserts the argument is a bound Mobject method with the Reference's bare asserts
manimlib.mobject.mobject_update_utils	cycle_animation	cycle_animation	function	1	(animation[positional_or_keyword]:Animation, **kwargs[var_keyword])	same	scripts/manim_ref/manimlib/mobject/mobject_update_utils.py	crates/fmn-python/tests/bridge.py	drives a Python animation as a looping updater by forwarding cycle=True
manimlib.mobject.mobject_update_utils	f_always	f_always	function	1	(method[positional_or_keyword], *arg_generators[var_positional], **kwargs[var_keyword])	same	scripts/manim_ref/manimlib/mobject/mobject_update_utils.py	crates/fmn-python/tests/bridge.py	registers a bound method as an updater whose arguments are generated each frame
manimlib.mobject.mobject_update_utils	turn_animation_into_updater	turn_animation_into_updater	function	1	(animation[positional_or_keyword]:Animation, cycle[positional_or_keyword]:bool=False, **kwargs[var_keyword])	same	scripts/manim_ref/manimlib/mobject/mobject_update_utils.py	crates/fmn-python/tests/bridge.py	drives a Python interpolate_mobject animation as a persistent updater and pops it at completion unless cycling
manimlib.mobject.number_line	NumberLine	NumberLine	class	1	(self[positional_or_keyword], x_range[positional_or_keyword]:RangeSpecifier=(-8, 8, 1), color[positional_or_keyword]:ManimColor=DEFAULT_LIGHT_COLOR, stroke_width[positional_or_keyword]:float=2.0, unit_size[positional_or_keyword]:float=1.0, width[positional_or_keyword]:Optional[float]=None, include_ticks[positional_or_keyword]:bool=True, tick_size[positional_or_keyword]:float=0.1, longer_tick_multiple[positional_or_keyword]:float=1.5, tick_offset[positional_or_keyword]:float=0.0, big_tick_spacing[positional_or_keyword]:Optional[float]=None, big_tick_numbers[positional_or_keyword]:list[float]=[], include_numbers[positional_or_keyword]:bool=False, line_to_number_direction[positional_or_keyword]:Vect3=DOWN, line_to_number_buff[positional_or_keyword]:float=MED_SMALL_BUFF, include_tip[positional_or_keyword]:bool=False, tip_config[positional_or_keyword]:dict=dict(width=0.25, length=0.25), decimal_number_config[positional_or_keyword]:dict=dict(num_decimal_places=0, font_size=36), numbers_to_exclude[positional_or_keyword]:list | None=None, **kwargs[var_keyword])	same	scripts/manim_ref/manimlib/mobject/number_line.py	crates/fmn-python/tests/bridge.py	is the Line-subclass number axis over Atlas's native coords builder including constructor ticks
manimlib.mobject.number_line	NumberLine.__init__	NumberLine.__init__	method	0	(self[positional_or_keyword], x_range[positional_or_keyword]:RangeSpecifier=(-8, 8, 1), color[positional_or_keyword]:ManimColor=DEFAULT_LIGHT_COLOR, stroke_width[positional_or_keyword]:float=2.0, unit_size[positional_or_keyword]:float=1.0, width[positional_or_keyword]:Optional[float]=None, include_ticks[positional_or_keyword]:bool=True, tick_size[positional_or_keyword]:float=0.1, longer_tick_multiple[positional_or_keyword]:float=1.5, tick_offset[positional_or_keyword]:float=0.0, big_tick_spacing[positional_or_keyword]:Optional[float]=None, big_tick_numbers[positional_or_keyword]:list[float]=[], include_numbers[positional_or_keyword]:bool=False, line_to_number_direction[positional_or_keyword]:Vect3=DOWN, line_to_number_buff[positional_or_keyword]:float=MED_SMALL_BUFF, include_tip[positional_or_keyword]:bool=False, tip_config[positional_or_keyword]:dict=dict(width=0.25, length=0.25), decimal_number_config[positional_or_keyword]:dict=dict(num_decimal_places=0, font_size=36), numbers_to_exclude[positional_or_keyword]:list | None=None, **kwargs[var_keyword])	same	scripts/manim_ref/manimlib/mobject/number_line.py	crates/fmn-python/tests/bridge.py	builds the native axis, optional tip, and tick family from the Reference keyword surface
manimlib.mobject.number_line	NumberLine.add_numbers	NumberLine.add_numbers	method	0	(self[positional_or_keyword], x_values[positional_or_keyword]:Iterable[float] | None=None, excluding[positional_or_keyword]:Iterable[float] | None=None, font_size[positional_or_keyword]:int=24, **kwargs[var_keyword])	same	scripts/manim_ref/manimlib/mobject/number_line.py	crates/fmn-python/tests/bridge.py	hangs DecimalNumber labels through Atlas's native label builder and stores the group on .numbers
manimlib.mobject.number_line	NumberLine.add_ticks	NumberLine.add_ticks	method	0	(self[positional_or_keyword])	same	scripts/manim_ref/manimlib/mobject/number_line.py	crates/fmn-python/tests/bridge.py	adds a VGroup of get_tick children over get_tick_range including the longer-big-tick rule
manimlib.mobject.number_line	NumberLine.get_number_mobject	NumberLine.get_number_mobject	method	0	(self[positional_or_keyword], x[positional_or_keyword]:float, direction[positional_or_keyword]:Vect3 | None=None, buff[positional_or_keyword]:float | None=None, unit[positional_or_keyword]:float=1.0, unit_tex[positional_or_keyword]:str='', **number_config[var_keyword])	same	scripts/manim_ref/manimlib/mobject/number_line.py	crates/fmn-python/tests/bridge.py	builds a DecimalNumber at n2p(x) using the line's direction, buff, and decimal_number_config
manimlib.mobject.number_line	NumberLine.get_tick	NumberLine.get_tick	method	0	(self[positional_or_keyword], x[positional_or_keyword]:float, size[positional_or_keyword]:float | None=None)	same	scripts/manim_ref/manimlib/mobject/number_line.py	crates/fmn-python/tests/bridge.py	returns a short Line rotated onto the axis, seated at n2p(x), and match_styled to the parent
manimlib.mobject.number_line	NumberLine.get_tick_marks	NumberLine.get_tick_marks	method	0	(self[positional_or_keyword])	same	scripts/manim_ref/manimlib/mobject/number_line.py	crates/fmn-python/tests/bridge.py	returns the constructor or add_ticks tick VGroup stored on .ticks
manimlib.mobject.number_line	NumberLine.get_tick_range	NumberLine.get_tick_range	method	0	(self[positional_or_keyword])	same	scripts/manim_ref/manimlib/mobject/number_line.py	crates/fmn-python/tests/bridge.py	reproduces the pure range arithmetic including the tip-occupied endpoint rule
manimlib.mobject.number_line	NumberLine.get_unit_size	NumberLine.get_unit_size	method	0	(self[positional_or_keyword])	same	scripts/manim_ref/manimlib/mobject/number_line.py	crates/fmn-python/tests/bridge.py	measures live geometry length over the declared range width
manimlib.mobject.number_line	NumberLine.n2p	NumberLine.n2p	method	0	(self[positional_or_keyword], number[positional_or_keyword]:float | VectN)	same	scripts/manim_ref/manimlib/mobject/number_line.py	crates/fmn-python/tests/bridge.py	is the number_to_point abbreviation over live axis geometry
manimlib.mobject.number_line	NumberLine.number_to_point	NumberLine.number_to_point	method	0	(self[positional_or_keyword], number[positional_or_keyword]:float | VectN)	same	scripts/manim_ref/manimlib/mobject/number_line.py	crates/fmn-python/tests/bridge.py	interpolates the live start/end points across the declared numeric range
